TML,WIRE,HEIGHT
2110490001,SS0.3,0.95
2110490001,SS0.5,1.1
2120400003,HS0.3,0.9
2120400003,SS0.3,0.9
2120400003,SX0.3,0.9
2120400003,VS0.3,0.9
2120400003,XA0.3,0.9
2120400003,XF0.3,0.9
2120400003,CI0.35,0.9
2120400003,HS0.5,1
2120400003,OH0.5,1
2120400003,SH0.5,1
2120400003,SHB0.5,1
2120400003,SHS0.5,1
2120400003,SS0.5,1
2120400003,SX0.5,1
2120400003,VS0.5,1
2120400003,XA0.5,1
2120400003,XF0.5,1
2120600001,SS0.3,1.05
2120600001,XF0.3,1.05
2120600001,CI0.35,1
2120600001,SX0.5,1.1
2120600001,XF0.5,1.1
2120600002,CI1.0,1.25
2120600002,SHS1.25,1.35
2120600002,SS1.25,1.35
2120600002,SX1.25,1.35
2120600002,XF1.25,1.35
2120900002,HS0.75,1.3
2120900002,SH0.75,1.3
2120900002,SHB0.75,1.3
2120900002,SHF0.75,1.3
2120900002,SX0.75,1.3
2120900002,VS0.75,1.3
2120900002,XF0.75,1.3
2120900002,SX0.85,1.3
2120900002,EF1.25,1.35
2120900002,HS1.25,1.35
2120900002,SH1.25,1.35
2120900002,SHB1.25,1.35
2120900002,SHF1.25,1.35
2120900002,SX1.25,1.35
2120900002,XA1.25,1.35
2120900002,XF1.25,1.35
2121870001,SS1.25,1.55
2121870001,SX1.5,1.7
2121870001,VS1.5,1.7
2121870001,SS2.0,1.75
2121870002,SS0.3,1.1
2121870002,SS0.5,1.1
2122500008,SS2.0,1.9
2122500008,XF2.5,1.95
2122500008,AS3.0,2.1
2122500008,EF3.0,2.1
2122500008,VF3.0,2.1
2124WP0001,XF0.75,0.95
2124WP0001,SX0.85,1
21262C0001,AS0.5,1
21262C0001,SS0.5,1
21262C0001,VS0.5,1
21262C0001,SS0.3+SS0.3,1.05
21262C0001,EF0.85,1.1
21262C0001,SS0.85,1.1
21262C0001,XF0.85,1.1
212BAT0002,XS20.0,6.5
212JPT0001,CI0.5,1.25
212JPT0001,SS0.5,1.25
212JPT0001,SX0.5,1.25
212JPT0001,VS0.5,1.25
212JPT0001,XF0.5,1.25
212JPT0001,SX0.75,1.3
212JPT0001,VS0.75,1.3
212JPT0001,XF0.75,1.3
212JPT0001,SS0.85,1.4
212MFT0001,SS0.3,1.35
212MFT0001,SX0.3,1.35
212MFT0001,HS0.5,1.45
212MFT0001,SS0.5,1.45
212MFT0001,SX0.5,1.45
212MFT0001,XA0.5,1.45
212MFT0001,XF0.5,1.45
212MFT0001,SS0.3+SS0.3,1.5
212MFT0001,SS0.3+XA0.3,1.5
212MFT0001,XA0.3+XA0.3,1.5
212MFT0002,HS0.75,1.5
212MFT0002,SX0.75,1.5
212MFT0002,XF0.75,1.5
212MFT0002,SS0.3+SS0.5,1.5
212MFT0002,SS0.85,1.5
212MFT0002,SX0.85,1.5
212MFT0002,XA0.85,1.5
212MFT0002,SS0.5+SS0.5,1.6
212MFT0002,SS0.5+XA0.5,1.6
212MFT0002,SX0.5+SX0.5,1.6
212MFT0002,EF1.25,1.7
212MFT0002,HS1.25,1.7
212MFT0002,SS1.25,1.7
212MFT0002,SX0.5+SX0.75,1.7
212MFT0002,SX1.25,1.7
212MFT0002,XA1.25,1.7
212MFT0002,XF1.25,1.7
212MFT0002,SS0.5+SS0.85,1.7
212MFT0002,SX0.5+SX0.85,1.7
212MFT0002,SS0.85+SS0.85,1.75
212MFT0002,SS0.5+SS1.25,1.75
212MFT0002,SS1.25+SX0.5,1.75
212MFT0002,SX0.5+SX1.25,1.75
212MFT0002,EF2.0,1.85
212MFT0002,SS2.0,1.85
212MFT0002,SX2.0,1.85
212MFT0002,XA2.0,1.85
212MFT0002,XF2.0,1.85
212MFT0003,EF2.0,1.95
212MFT0003,SS2.0,1.95
212MFT0003,XA2.0,1.95
212MFT0003,XF2.0,1.95
212MFT0003,SS1.25+SS1.25,2.1
212MFT0003,XF1.25+XF1.25,2.1
212MFT0003,XF2.5,2.1
212MFT0003,SS0.85+SS2.0,2.15
212MFT0003,AS3.0,2.3
212MFT0003,EF3.0,2.3
2130490002,SS0.3,1.2
213MIC0001,SS0.3,0.85
213MIC0001,SX0.3,0.85
213MIC0001,XA0.3,0.85
213MIC0001,XF0.3,0.85
213SSD0001,SX0.3,0.9
213SSD0001,SS0.5,1
213SSD0001,SX0.5,1
213SSD0001,XF0.5,1
2220250001,SS0.3,1.05
2220250001,XF0.3,1.05
2220250001,CI0.35,1.05
2220250001,SS0.5,1.1
2220400003,SS0.3,1
2220400003,SS0.5,1.1
2220700001,SS1.25,1.35
2220SP0001,SS0.3,0.85
2221870001,SS0.5,1.1
2221870002,SS0.5,1.35
2221870002,SS0.5+SS0.5,1.65
2222500001,SS0.3,1
2224220001,SS0.3,1.15
2224220001,SS0.5,1.25
2224220001,SS0.85,1.45
2224220002,SS0.3,1
2224220002,SS0.5,1.05
222DC10001,SX1.25,1.5
222DC10002,AS8.0,3.15
222DC10002,EF8.0,3.15
222DC10002,VF8.0,3.15
222DC10003,SS0.5,1.3
222DC10003,SX0.5,1.3
222DC10003,VS0.5,1.3
222DC10003,XA0.5,1.3
222DC10003,XF0.5,1.3
222DC10003,XF0.75,1.35
222DC10003,SS0.85,1.35
222DCK0001,SHB0.5,1.1
222DCK0001,SHF0.5,1.1
222DCK0001,SS0.5,1.1
222DCK0001,SX0.5,1.1
222DCK0001,VS0.5,1.1
222DCK0001,XF0.5,1.1
222DCK0001,HS0.75,1.2
222DCK0001,SX0.75,1.2
222DCK0001,VS0.75,1.2
222DCK0001,XF0.75,1.2
222DCK0001,SS0.85,1.25
222DCK0001,SX0.85,1.25
222DCK0002,SHB0.3,0.85
222DCK0002,SHF0.3,0.85
222DCK0002,SX0.3,0.85
222DCK0002,XF0.3,0.85
222DCK0003,HS1.25,1.4
222DCK0003,SX1.25,1.4
222DCK0003,XF1.25,1.4
222DCR0001,CH0.22,0.7
222DCR0001,SS0.3,0.85
222DCR0001,SX0.3,0.85
222DCR0001,XA0.3,0.85
222DCR0001,XF0.3,0.85
222DCR0001,SS0.5,0.95
222DCR0001,XF0.5,0.95
222DCS0001,XF0.3,1.15
222DCS0001,VF0.5,1.25
222DCS0001,XF0.5,1.25
222ETC0002,SS2.0+SS2.0,2.1
222ETC0002,AS5.0,2.5
222IWP0001,SS0.3,1
222IWP0001,SS0.5,1.2
222JPT0001,SS0.5,1.2
222JPT0001,SX0.5,1.2
222JPT0001,XF0.5,1.2
222JPT0001,XF0.75,1.35
222JPT0001,EF0.85,1.35
222JPT0001,SS0.85,1.35
222JPT0001,XF0.85,1.35
222JPT0002,SS1.25,1.4
222JPT0002,SX1.25,1.4
222JPT0002,XA1.25,1.4
222JPT0002,SS2.0,1.6
222JPT0002,VS2.0,1.6
222JPT0002,XF2.0,1.6
222JPT0002,XF2.5,1.85
222JPT0003,SS0.3,1.1
222JPT0003,SX0.3,1.1
222JPT0003,XA0.3,1.1
222JPT0003,XF0.3,1.1
222JPT0003,CI0.35,1.1
222JPT0004,CI0.5,1.2
222JPT0004,SH0.5,1.2
222JPT0004,SHS0.5,1.2
222JPT0004,SS0.5,1.2
222JPT0004,SX0.5,1.2
222JPT0004,XA0.5,1.2
222JPT0004,XF0.5,1.2
222JPT0004,XF0.75,1.3
222JPT0004,EF0.85,1.3
222JPT0004,SS0.85,1.3
222JPT0004,SX0.85,1.3
222JPT0004,XA0.85,1.3
222MLC0001,SS0.3,0.85
222NWP0001,SS0.3,1
222NWP0001,VS0.3,1
222NWP0001,CI0.35,1
222NWP0001,SS0.5,1.05
222SQM0001,SS0.3,1
222SQM0001,SS0.5,1.1
222YWP0001,AS3.0,2.1
222YWP0001,EF3.0,2.1
222YWP0001,VF3.0,2.1
222YWP0002,SS2.0,1.7
2230900001,SS0.5,1.15
223HIC0001,SS0.3,1
223HIC0001,CI0.35,1
223HIC0001,CI0.5,1.15
223HIC0001,SS0.5,1.15
223JPT0001,SS0.5,1.3
223JPT0001,SX0.5,1.3
225DCK0001,FA0.5,1.1
225DCK0001,HS0.5,1.1
225DCK0001,SHB0.5,1.1
225DCK0001,SHF0.5,1.1
225DCK0001,SHS0.5,1.1
225DCK0001,SX0.5,1.1
225DCK0001,VS0.5,1.1
225DCK0001,XF0.5,1.1
225DCK0001,SX0.75,1.2
225DCK0001,VS0.75,1.2
225DCK0001,SX0.85,1.25
225DCK0002,SHF0.3,0.9
225DCK0002,SX0.3,0.9
A020FT-1,CH0.13,0.6
A020FT-2,0.22,0.65
A020FT-2,CH0.22,0.65
A020FT-2,SH0.3,0.75
A020FT-2,SHS0.3,0.75
A020FT-2,SS0.3,0.75
A020FT-2,CI0.35,0.75
A020MT-2,0.22,0.65
A020MT-2,CH0.22,0.65
A020MT-2,SHS0.3,0.75
A020MT-2,SS0.3,0.75
A025FG-1,SS0.3,0.95
A025FG-1,SX0.5,1.05
A025FT-1,CH0.22,0.9
A025FT-1,SS0.3,0.95
A025FT-1,XA0.3,0.95
A025FT-1,XF0.3,0.95
A025FT-1,CI0.35,0.95
A025FT-1,SS0.5,1.1
A025FT-1,SX0.5,1.1
A025FT-1,XA0.5,1.1
A025FT-1,XF0.5,1.1
A025MT-1,CH0.22,0.9
A025MT-1,SS0.3,1
A025MT-1,CI0.35,1
A025MT-1,CI0.5,1.1
A025MT-1,SS0.5,1.1
A025WFT-1,SS0.3,1
A025WFT-1,SX0.3,1
A025WFT-1,XA0.3,1
A025WFT-1,XF0.3,1
A025WFT-1,SS0.5,1.05
A025WFT-1,SX0.5,1.05
A025WFT-1,XF0.5,1.05
A025WFT-1,XF0.75,1.1
A025WFT-1,SS0.85,1.15
A040FG-1,EF0.5,1.05
A040FG-1,SH0.5,1.05
A040FG-1,SS0.5,1.05
A040FG-1,SX0.5,1.05
A040FG-1,VF0.5,1.05
A040FT-1,FA0.3,0.9
A040FT-1,SH0.3,0.9
A040FT-1,SHS0.3,0.9
A040FT-1,SS0.3,0.9
A040FT-1,CI0.35,0.9
A040FT-1,CI0.5,1
A040FT-1,EF0.5,1
A040FT-1,FA0.5,1
A040FT-1,SS0.5,1
A040FT-1,SX0.5,1
A040FT-1,VF0.5,1
A040FT-1,XF0.5,1
A040FT-1S,CH0.13,0.8
A040FT-1S,CH0.22,0.85
A040FT-1S,SS0.22,0.85
A0422FT-1,SH0.3,0.95
A0422FT-1,SHS0.3,0.95
A0422FT-1,SS0.3,0.95
A0422FT-1,CI0.35,0.95
A0422FT-1,SS0.5,1.05
A0422FT-1,SS0.85,1.15
A042FT-1,SHS0.3,0.95
A042FT-1,SS0.3,0.95
A042FT-1,SS0.5,1
A043FG-1,SS0.3,1
A043FG-1,SS0.5,1.1
A043FG-1,SX0.5,1.1
A043FT-1,HS0.3,1.05
A043FT-1,SH0.3,1.05
A043FT-1,SHS0.3,1.05
A043FT-1,SS0.3,1.05
A043FT-1,SX0.3,1.05
A043FT-1,XA0.3,1.05
A043FT-1,XF0.3,1.05
A043FT-1,FA0.5,1.1
A043FT-1,SS0.5,1.1
A043FT-1,SX0.5,1.1
A043FT-1,XA0.5,1.1
A043FT-1,XF0.5,1.1
A043FT-1S,CH0.22,0.9
A043FT-2,SS0.3+SS0.3,1.15
A043FT-2,SX0.75,1.15
A043FT-2,XF0.75,1.15
A043FT-2,EF0.85,1.2
A043FT-2,SS0.85,1.2
A043FT-2,SX0.85,1.2
A043FT-2,EF1.25,1.35
A043FT-2,SS1.25,1.35
A043MG-1,SS0.3,1.15
A043MG-1,XF0.3,1.15
A043MG-1,SS0.5,1.3
A043MG-1,XF0.5,1.3
A043MT-1,SS0.3,1.2
A043MT-1,SX0.3,1.2
A043MT-1,XA0.3,1.2
A043MT-1,XF0.3,1.2
A043MT-1,FA0.5,1.3
A043MT-1,SS0.5,1.3
A043MT-1,SX0.5,1.3
A043MT-1,XA0.5,1.3
A043MT-1,XF0.5,1.3
A043MT-2,SS0.85,1.4
A043MT-2,SS1.25,1.5
A043WFG-1,SS0.3,1
A043WFG-1,SS0.5,1.05
A043WFG-1,SX0.5,1.05
A060FT-1,SS0.3,1
A060FT-1,SX0.3,1
A060FT-1,VF0.3,1
A060FT-1,XF0.3,1
A060FT-1,SS0.5,1.1
A060FT-1,SX0.5,1.1
A060FT-1,XF0.5,1.1
A060WMT-1,SS0.3,1
A060WMT-1,SHF0.5,1.1
A060WMT-1,SHS0.5,1.1
A060WMT-1,SS0.5,1.1
A064FT-1,HF0.3,0.9
A064FT-1,SS0.3,0.9
A064FT-1,SX0.3,0.9
A064FT-1,VF0.3,0.9
A064FT-1,XA0.3,0.9
A064FT-1,XF0.3,0.9
A064FT-1,CI0.5,1
A064FT-1,SS0.5,1
A064FT-1,SX0.5,1
A064FT-1,XA0.5,1
A064FT-1,XF0.5,1
A064WFT-1,SS0.3,0.9
A064WFT-2,SS0.5,1.15
A06WFT-1,SS0.3,1
A06WFT-1,SS0.5,1.1
A093FT-1,SS0.3,1
A093FT-1,SX0.3,1
A093FT-1,XA0.3,1
A093FT-1,XF0.3,1
A093FT-1,CI0.35,1
A093FT-1,CH0.22+CH0.22,1
A093FT-1,CI0.5,1.05
A093FT-1,SH0.5,1.05
A093FT-1,SHB0.5,1.05
A093FT-1,SHP0.5,1.05
A093FT-1,SS0.5,1.05
A093FT-1,SX0.5,1.05
A093FT-1,XA0.5,1.05
A093FT-1,XF0.5,1.05
A093FT-2,SS0.3+SS0.3,1.2
A093FT-2,SS0.3+XF0.3,1.2
A093FT-2,SX0.3+SX0.3,1.2
A093FT-2,SX0.3+XF0.3,1.2
A093FT-2,XF0.3+XF0.3,1.2
A093FT-2,SX0.75,1.2
A093FT-2,XF0.75,1.2
A093FT-2,SS0.3+SS0.5,1.25
A093FT-2,SX0.3+SX0.5,1.25
A093FT-2,EF0.85,1.25
A093FT-2,SS0.85,1.25
A093FT-2,SX0.85,1.25
A093FT-2,CI1.0,1.3
A093FT-2,SS0.5+SS0.5,1.3
A093FT-2,SS0.5+SX0.5,1.3
A093FT-2,SX0.5+SX0.5,1.3
A093FT-2,SX1.0,1.3
A093FT-2,XA0.5+XA0.5,1.3
A093FT-2,SS1.25,1.35
A093FT-2,SX1.25,1.35
A093FT-2,XA1.25,1.35
A093FT-2,XF1.25,1.35
A093FT-3,SS0.85,1.3
A093FT-3,SS1.25,1.3
A093FT-3,SX0.5+SX0.85,1.4
A093FT-3,SX0.75+SX0.75,1.45
A093FT-3,SX0.75+XF0.75,1.45
A093FT-3,SX1.5,1.45
A093FT-3,SX0.85+SX0.85,1.55
A093FT-3,XA0.85+XA0.85,1.55
A093FT-3,SS2.0,1.65
A093FT-3,SX2.0,1.65
A093FT-3,XA2.0,1.65
A093FT-3,XF2.0,1.65
A093FT-4,SS2.0,1.65
A093FT-4,SX2.5,1.95
A110FT-1,SS0.3,1.2
A110FT-1,SX0.3,1.2
A110FT-1,XF0.3,1.2
A110FT-1,CI0.35,1.2
A110FT-1,CI0.5,1.3
A110FT-1,OH0.5,1.3
A110FT-1,SS0.5,1.3
A110FT-1,SX0.5,1.3
A110FT-1,VS0.5,1.3
A110FT-1,XA0.5,1.3
A110FT-1,XF0.5,1.3
A110FT-1,SS0.3+SS0.3,1.4
A110FT-1,SX0.75,1.4
A110FT-1,XF0.75,1.4
A110FT-1,FA0.85,1.45
A110FT-1,SS0.85,1.45
A110FT-1,SX0.85,1.45
A110FT-1,VS0.85,1.45
A110FT-1,XA0.85,1.45
A110FT-1,XF0.85,1.45
A110FT-1,SX1.0,1.5
A110FT-2,SX0.3+SX0.85,1.45
A110FT-2,FA1.25,1.45
A110FT-2,HS1.25,1.45
A110FT-2,SS1.25,1.45
A110FT-2,SX1.25,1.45
A110FT-2,XA1.25,1.45
A110FT-2,XF1.25,1.45
A110FT-2,SS0.5+SS0.85,1.5
A110FT-2,SS0.5+SX0.85,1.5
A110FT-2,SS0.85+XF0.5,1.5
A110FT-2,SX0.5+SX0.85,1.5
A110FT-2,SX0.75+SX0.75,1.55
A110FT-2,SX1.5,1.55
A110FT-2,VS1.5,1.55
A110FT-2,SS0.85+XF0.75,1.6
A110FT-2,SS0.85+SS0.85,1.6
A110FT-2,SS0.85+XA0.85,1.6
A110FT-2,XA0.85+XA0.85,1.6
A110FT-2,FA2.0,1.65
A110FT-2,HS2.0,1.65
A110FT-2,SS2.0,1.65
A110FT-2,SX2.0,1.65
A110FT-2,VS2.0,1.65
A110FT-2,XA2.0,1.65
A110FT-2,XF2.0,1.65
A110FT-3,SS1.25+SX0.85,1.75
A110FT-3,SS1.25+VS0.85,1.75
A110FT-3,SX0.85+SX1.25,1.75
A110FT-3,OH2.5,1.9
A110FT-3,SX2.5,1.9
A110FT-3,VS2.5,1.9
A110FT-3,XF2.5,1.9
A110FT-3,AS3.0,2.05
A110FT-3,EF3.0,2.05
A110FT-3,VF3.0,2.05
A110MT-1,SS0.3,1.1
A110MT-1,SX0.3,1.1
A110MT-1,XA0.3,1.1
A110MT-2,SS0.5+SS0.5,1.35
A110MT-2,SX0.5+SX0.5,1.35
A110MT-2,SX0.5+XF0.5,1.35
A110MT-2,XA0.5+XF0.5,1.35
A110MT-2,XF0.5+XF0.5,1.35
A110MT-2,SS1.25,1.45
A110MT-3,SS2.0,1.55
A110MT-4,AS3.0,2
A110MT-4,VF3.0,2
A12WFS-1,SS0.5,1
A12WFS-1,XF0.5,1
A12WFS-1,XF0.75,1.05
A12WFT-1,SS0.5,1
A12WFT-1,SX0.5,1
A12WFT-1,VS0.5,1
A12WFT-1,XF0.5,1
A15MFT-1,SS0.3,1
A15MFT-1,SX0.3,1
A15MFT-1,VS0.3,1
A15MFT-1,XA0.3,1
A15MFT-1,XF0.3,1
A15MFT-1,EF0.5,1.05
A15MFT-1,HS0.5,1.05
A15MFT-1,SH0.5,1.05
A15MFT-1,SHB0.5,1.05
A15MFT-1,SS0.5,1.05
A15MFT-1,SX0.5,1.05
A15MFT-1,VS0.5,1.05
A15MFT-1,XA0.5,1.05
A15MFT-1,XF0.5,1.05
A15MFT-2,HS0.75,1.2
A15MFT-2,SH0.75,1.2
A15MFT-2,SHB0.75,1.2
A15MFT-2,SHF0.75,1.2
A15MFT-2,SX0.75,1.2
A15MFT-2,VS0.75,1.2
A15MFT-2,XF0.75,1.2
A15MFT-2,EF0.85,1.25
A15MFT-2,SS0.85,1.25
A15MFT-2,SX0.85,1.25
A15MFT-2,XA0.85,1.25
A15MFT-2,XF0.85,1.25
A15MFT-2,EF1.25,1.4
A15MFT-2,HS1.25,1.4
A15MFT-2,SH1.25,1.4
A15MFT-2,SHB1.25,1.4
A15MFT-2,SHF1.25,1.4
A15MFT-2,SS1.25,1.4
A15MFT-2,SX1.25,1.4
A15MFT-2,VF1.25,1.4
A15MFT-2,VS1.25,1.4
A15MFT-2,XA1.25,1.4
A15MFT-2,XF1.25,1.4
A15TINFT-2,SX0.75,1
A15TINFT-2,XF0.75,1
A15TINFT-2,SS0.85,1.05
A15TINFT-2,SX0.85,1.05
A187FT-1,SX0.85,1.5
A187FT-1,XF1.25,1.65
A187FT-2,XF2.5,2.15
A187FT-2,AS3.0,2.25
A187FT-2,EF3.0,2.25
A187FT-2,VF3.0,2.25
A187MRFT-1,FA0.3,1.1
A187MRFT-1,SS0.3,1.1
A187MRFT-1,SX0.3,1.1
A187MRFT-1,VS0.3,1.1
A187MRFT-1,XA0.3,1.1
A187MRFT-1,XF0.3,1.1
A187MRFT-1,CI0.35,1.1
A187MRFT-1,CI0.5,1.15
A187MRFT-1,FA0.5,1.15
A187MRFT-1,SS0.5,1.15
A187MRFT-1,SX0.5,1.15
A187MRFT-1,VS0.5,1.15
A187MRFT-1,XA0.5,1.15
A187MRFT-1,XF0.5,1.15
A187MRFT-2,FA0.3+FA0.3,1.25
A187MRFT-2,SS0.3+SS0.3,1.25
A187MRFT-2,SS0.3+SX0.3,1.25
A187MRFT-2,SS0.3+XA0.3,1.25
A187MRFT-2,SX0.3+SX0.3,1.25
A187MRFT-2,SX0.3+XF0.3,1.25
A187MRFT-2,VS0.3+VS0.3,1.25
A187MRFT-2,XA0.3+XA0.3,1.25
A187MRFT-2,XF0.3+XF0.3,1.25
A187MRFT-2,SX0.75,1.3
A187MRFT-2,XF0.75,1.3
A187MRFT-2,SS0.3+SS0.5,1.3
A187MRFT-2,SS0.3+SX0.5,1.3
A187MRFT-2,SX0.3+SX0.5,1.3
A187MRFT-2,SX0.5+XA0.3,1.3
A187MRFT-2,XA0.3+XA0.5,1.3
A187MRFT-2,SS0.85,1.35
A187MRFT-2,SX0.85,1.35
A187MRFT-2,SS0.5+SS0.5,1.4
A187MRFT-2,SS0.5+SX0.5,1.4
A187MRFT-2,SS0.5+XA0.5,1.4
A187MRFT-2,SX0.5+SX0.5,1.4
A187MRFT-2,XA0.5+XA0.5,1.4
A187MRFT-2,SS1.25,1.45
A187MRFT-2,SX1.25,1.45
A187MRFT-2,XA1.25,1.45
A187MRFT-2,XF1.25,1.45
A187MRFT-2,SS0.5+SS0.85,1.45
A187MRFT-3,SS2.0,1.6
A187MRFT-3,SX2.0,1.6
A187MRFT-3,XF2.0,1.6
A187MRFT-3,SS1.25+SS1.25,1.7
A187MRFT-3,SS1.25+XA1.25,1.7
A187MRFT-3,SS2.5,1.7
A187MRFT-3,SX1.25+SX1.25,1.7
A187MRFT-3,SX2.5,1.7
A187MRFT-3,VS2.5,1.7
A187MRFT-3,XA1.25+XA1.25,1.7
A187MRFT-3,XF2.5,1.7
A187MRFT-3,AS3.0,1.9
A187MRFT-3,VF3.0,1.9
A187MT-3,SS1.25,1.8
A18WFT-2,SS2.0,1.95
A18WFT-2,AS3.0,2.2
A250MRFT-1,FA0.3,1.15
A250MRFT-1,SS0.3,1.15
A250MRFT-1,SX0.3,1.15
A250MRFT-1,VS0.3,1.15
A250MRFT-1,XA0.3,1.15
A250MRFT-1,XF0.3,1.15
A250MRFT-1,SS0.5,1.2
A250MRFT-1,SX0.5,1.2
A250MRFT-1,VS0.5,1.2
A250MRFT-1,XA0.5,1.2
A250MRFT-1,XF0.5,1.2
A250MRFT-2,SS0.3+SS0.3,1.15
A250MRFT-2,XF0.3+XF0.3,1.15
A250MRFT-2,SX0.75,1.2
A250MRFT-2,XF0.75,1.2
A250MRFT-2,SS0.3+SS0.5,1.25
A250MRFT-2,SS0.5+XA0.3,1.25
A250MRFT-2,SX0.3+SX0.5,1.25
A250MRFT-2,XF0.3+XF0.5,1.25
A250MRFT-2,SS0.85,1.25
A250MRFT-2,SX0.85,1.25
A250MRFT-2,XA0.85,1.25
A250MRFT-2,SS0.5+SS0.5,1.3
A250MRFT-2,SX0.5+SX0.5,1.3
A250MRFT-2,XA0.5+XF0.5,1.3
A250MRFT-2,XF0.5+XF0.5,1.3
A250MRFT-2,SS0.3+SS0.85,1.35
A250MRFT-2,FA1.25,1.4
A250MRFT-2,SS1.25,1.4
A250MRFT-2,SX1.25,1.4
A250MRFT-2,VS1.25,1.4
A250MRFT-2,XA1.25,1.4
A250MRFT-2,XF0.5+XF0.75,1.4
A250MRFT-2,XF1.25,1.4
A250MRFT-2,SS0.5+SS0.85,1.45
A250MRFT-3,OH2.0,1.55
A250MRFT-3,SS2.0,1.55
A250MRFT-3,SX2.0,1.55
A250MRFT-3,VS2.0,1.55
A250MRFT-3,XA2.0,1.55
A250MRFT-3,XF2.0,1.55
A250MRFT-3,SS0.85+SS1.25,1.55
A250MRFT-3,OH2.5,1.65
A250MRFT-3,SS1.25+SS1.25,1.65
A250MRFT-3,SX1.25+SX1.25,1.65
A250MRFT-3,SX2.5,1.65
A250MRFT-3,VS2.5,1.65
A250MRFT-3,XA1.25+XA1.25,1.65
A250MRFT-3,XF2.5,1.65
A250MRFT-3,AS3.0,1.8
A250MRFT-3,EF3.0,1.8
A250MRFT-3,VF3.0,1.8
A250MRFT-3,FR4.0,1.95
A250MRFT-3,SS2.0+SS2.0,1.95
A250WMT-4,FR4.0,2.35
A28MFG-1,SS0.5,1.2
A28MFG-1S,SS0.3,1.15
A28MFG-1S,XF0.3,1.15
A28MFG-1S,CI0.35,1.15
A28MFG-2,SX2.5,1.85
A28MFG-2,XF2.5,1.85
A28MFT-1,HS0.5,1.2
A28MFT-1,SS0.5,1.2
A28MFT-1,SX0.5,1.2
A28MFT-1,VF0.5,1.2
A28MFT-1,XF0.5,1.2
A28MFT-1,SX0.75,1.2
A28MFT-1,XF0.75,1.2
A28MFT-1,SS0.85,1.25
A28MFT-1,SX0.85,1.25
A28MFT-1,SX1.0,1.3
A28MFT-1,VS1.0,1.3
A28MFT-2,EF1.25,1.6
A28MFT-2,HS1.25,1.6
A28MFT-2,SS1.25,1.6
A28MFT-2,SX1.25,1.6
A28MFT-2,VF1.25,1.6
A28MFT-2,VS1.25,1.6
A28MFT-2,XF1.25,1.6
A28MFT-2,SX1.5,1.65
A28MFT-2,VS1.5,1.65
A28MFT-2,EF2.0,1.7
A28MFT-2,FA2.0,1.7
A28MFT-2,SHB2.0,1.7
A28MFT-2,SHS2.0,1.7
A28MFT-2,SS2.0,1.7
A28MFT-2,SX2.0,1.7
A28MFT-2,VF2.0,1.7
A28MFT-2,VS2.0,1.7
A28MFT-2,XA2.0,1.7
A28MFT-2,XF2.0,1.7
A28MFT-2,SX2.5,1.85
A28MFT-2,VS2.5,1.85
A28MFT-2,XF2.5,1.85
A28MFT1-1,HS0.3,1.1
A28MFT1-1,SS0.3,1.1
A28MFT1-1,SX0.3,1.1
A28MFT1-1,XA0.3,1.1
A28SFT-3,SS2.0,1.6
A28SWFG-1,SX0.3,1.2
A28SWFG-1,VS0.3,1.2
A28SWFG-1,XF0.3,1.2
A28SWFG-1,EF0.5,1.25
A28SWFG-1,HS0.5,1.25
A28SWFG-1,SH0.5,1.25
A28SWFG-1,SHB0.5,1.25
A28SWFG-1,SS0.5,1.25
A28SWFG-1,SX0.5,1.25
A28SWFG-1,VF0.5,1.25
A28SWFG-1,VS0.5,1.25
A28SWFG-1,XA0.5,1.25
A28SWFG-1,XF0.5,1.25
A28SWFG-1,SX0.75,1.4
A28SWFG-1,XF0.75,1.4
A28SWFG-1,EF0.85,1.4
A28SWFG-1,SS0.85,1.4
A28SWFG-1,SX0.85,1.4
A28SWFG-2,EF1.25,1.5
A28SWFG-2,SX1.25,1.5
A28SWFG-2,VS1.25,1.5
A28SWFG-2,XF1.25,1.5
A28SWFG-2,EF2.0,1.65
A28SWFG-2,SS2.0,1.65
A28SWFG-2,SX2.0,1.65
A28SWFG-2,XF2.0,1.65
A28SWFG-2,XF2.5,1.85
A28SWFS-2,SX1.25,1.5
A28SWFS-2,VS1.25,1.5
A28SWFS-2,XF1.25,1.5
A28SWFS-2,XF2.5,1.85
A28SWFT-1,SH0.3,1.2
A28SWFT-1,SHF0.3,1.2
A28SWFT-1,SS0.3,1.2
A28SWFT-1,SX0.3,1.2
A28SWFT-1,VS0.3,1.2
A28SWFT-1,XA0.3,1.2
A28SWFT-1,XF0.3,1.2
A28SWFT-1,FA0.5,1.25
A28SWFT-1,HF0.5,1.25
A28SWFT-1,HS0.5,1.25
A28SWFT-1,SH0.5,1.25
A28SWFT-1,SHB0.5,1.25
A28SWFT-1,SHF0.5,1.25
A28SWFT-1,SS0.5,1.25
A28SWFT-1,SX0.5,1.25
A28SWFT-1,VF0.5,1.25
A28SWFT-1,VS0.5,1.25
A28SWFT-1,XA0.5,1.25
A28SWFT-1,XF0.5,1.25
A28SWFT-1,HS0.75,1.3
A28SWFT-1,SX0.75,1.3
A28SWFT-1,XF0.75,1.3
A28SWFT-2,SX1.25,1.5
A28SWFT-2,SX2.0,1.6
AASWFG-1,SH0.5,1.35
AASWFG-1,SHB0.5,1.35
AASWFG-1,SHS0.5,1.35
AASWFG-1,SS0.5,1.35
