TML,WIRE,HEIGHT
NMWPMT-7,VS2.0,1.7
NMWPMT-7,XA2.0,1.7
NMWPMT-7,XF2.0,1.7
NMWPMT-7G,XA2.0,1.7
NMWPMT6-1,SS0.85,1.2
NPT-2,SS0.5+SS0.5,1.45
NPT-5,FA1.25,1.6
NPT-5,SS1.25,1.6
NPT-5,SS0.5+SS0.85,1.6
NPT-5,SS0.5+SS1.25,1.7
NPT-5,SS2.0,1.7
NPT-5,SX2.0,1.7
NPT-6,FA1.25+SS1.25,1.8
NPT-6,SS1.25+SS1.25,1.8
NPT-6,SS0.85+SS2.0,1.85
NPT-6,AS3.0,1.9
NPT-6,SS1.25+SS2.0,1.95
NPT-6,AS3.0+SS0.5,1.95
NPT-6,SS2.0+SX2.0,2.1
NPT2-1,AS3.0,2.1
NPT2-2,SS0.3,1.4
NPT2-2,SS0.5,1.45
NPT2-2-4,SS0.5,1.35
NPT2-4,SS2.0,1.75
NPT5-1,SS0.3,1.3
NPT5-1,SS0.5,1.4
NPT5-1,TW0.5,1.4
NPT5-1,SS0.3+SS0.3,1.45
NPT5-1,SS0.85,1.55
NPT5-1-4,SS0.3,1.3
NPT5-1-4,CI0.5,1.4
NPT5-1-4,FA0.5,1.4
NPT5-1-4,SS0.5,1.4
NPT5-1-4,SX0.5,1.4
NPT5-1-4,SX0.85,1.55
NPT5-4,SS1.25,1.6
NPT5-4,EF2.0,1.7
NPT5-4,SS2.0,1.7
NPT5-4,SX2.0,1.7
NPT5-4,VS2.0,1.7
NPT6-4,AS3.0,1.9
NPT6-4,EF3.0,1.9
NPT6-4,VF3.0,1.9
NPT6-4,FR4.0,1.95
P050WFG-2,SS0.3,0.95
P050WFG-2,SX0.3,0.95
P050WFG-2,VS0.3,0.95
P050WFG-2,XF0.3,0.95
P050WFG-2,HF0.5,1
P050WFG-2,SHB0.5,1
P050WFG-2,SS0.5,1
P050WFG-2,SX0.5,1
P050WFG-2,VS0.5,1
P050WFG-2,XF0.5,1
P050WFG-3,SX0.75,1
P050WFG-3,XF0.75,1
P050WFG-3,EF0.85,1.2
P050WFG-3,SX0.85,1.2
P050WFG-3,XF0.85,1.2
P050WFG-3,SX1.25,1.25
P050WFNS-2,SHF0.3,0.95
P050WFNS-2,SS0.3,0.95
P050WFNS-2,SX0.3,0.95
P050WFNS-2,VS0.3,0.95
P050WFNS-2,XF0.3,0.95
P050WFNS-2,HF0.5,1.05
P050WFNS-2,SH0.5,1.05
P050WFNS-2,SHB0.5,1.05
P050WFNS-2,SS0.5,1.05
P050WFNS-2,SX0.5,1.05
P050WFNS-2,VS0.5,1.05
P050WFNS-2,XF0.5,1.05
P050WFS-2,SHF0.3,0.95
P050WFS-2,SX0.3,0.95
P050WFS-2,XF0.3,0.95
P050WFS-2,HF0.5,1.05
P050WFS-2,SH0.5,1.05
P050WFS-2,SHB0.5,1.05
P050WFS-2,SS0.5,1.05
P050WFS-2,SX0.5,1.05
P050WFS-2,VS0.5,1.05
P050WFS-2,XF0.5,1.05
P050WFS-3,SX0.75,1.1
P050WFS-3,VS0.75,1.1
P050WFS-3,XF0.75,1.1
P050WFS-3,SX0.85,1.1
P050WFS-3,SS1.25,1.15
P050WFS-3,SX1.25,1.15
P050WFS-3,VS1.25,1.15
P050WFS-3,XF1.25,1.15
P050WFT-2,FA0.3,0.95
P050WFT-2,SHB0.3,0.95
P050WFT-2,SS0.3,0.95
P050WFT-2,SX0.3,0.95
P050WFT-2,VS0.3,0.95
P050WFT-2,XA0.3,0.95
P050WFT-2,XF0.3,0.95
P050WFT-2,CI0.35,0.95
P050WFT-2,HF0.5,1.05
P050WFT-2,HS0.5,1.05
P050WFT-2,SH0.5,1.05
P050WFT-2,SHB0.5,1.05
P050WFT-2,SHF0.5,1.05
P050WFT-2,SS0.5,1.05
P050WFT-2,SX0.5,1.05
P050WFT-2,VS0.5,1.05
P050WFT-2,XF0.5,1.05
P050WFT-3,CI0.75,1.1
P050WFT-3,OH0.75,1.1
P050WFT-3,SHB0.75,1.1
P050WFT-3,SX0.75,1.1
P050WFT-3,VS0.75,1.1
P050WFT-3,XF0.75,1.1
P050WFT-3,SS0.85,1.1
P050WFT-3,SX0.85,1.1
P050WFT-3,HF1.25,1.15
P050WFT-3,SHB1.25,1.15
P050WFT-3,SX1.25,1.15
P050WFT-3,VS1.25,1.15
P050WFT-3,XF1.25,1.15
P150FT-1,SX0.3,1.05
P150FT-1,VS0.3,1.05
P150FT-1,XF0.5,1.1
P150MPFT-1,SS0.5,1.05
P150WFT-1,SS0.3,1
P150WFT-1,SX0.3,1
P150WFT-1,HS0.5,1.05
P150WFT-1,SHB0.5,1.05
P150WFT-1,SHP0.5,1.05
P150WFT-1,SX0.5,1.05
P150WFT-1,VF0.5,1.05
P150WFT-1,XA0.5,1.05
P150WFT-1,XF0.5,1.05
P150WFT-3,SS1.25,1.3
P280WFT-1,SS0.3,1
P280WFT-2,SS2.0,1.8
P28DSWFT-1,HS0.5,1.35
P28MPWFT-1,SX0.3,1.15
P28MPWFT-1,XF0.3,1.15
P28MPWFT-1,SX0.5,1.25
P28MPWFT-1,VS0.5,1.25
P28MPWFT-1,XF0.5,1.25
PA1L-CKDW2,SS0.3+SS0.3,
PA1L-IKDW2,SS0.3+SS0.3,
PA1L-KA4Z0,SS0.3+SS0.3,
PA2L-CKDX2,SS0.3+SS0.3,
PA2L-IKDX2,SS0.3+SS0.3,
PA2L-KA4Y0,SS0.3+SS0.3,
PABL-NXW2,SS0.3+SS0.3,
PABL-NXX2,SS0.3+SS0.3,
PABL-NXY3,SS0.3+SS0.3,
PABL-NXZ1,SS0.3+SS0.3,
PADL-CKDY1,SS0.3+SS0.3,
PADL-IKDY2,SS0.3+SS0.3,
PADL-KA4Z0,SS0.3+SS0.3,
PADR-IKDY,SS0.3+SS0.3,
PEWFG-2,EF0.5,0.9
PEWFG-2,SS0.5,0.9
PEWFG-2,SX0.5,0.9
PEWFG-2,XA0.5,0.9
PEWFG-2,XF0.5,0.9
PEWFG-2,XF0.75,1
PEWFG-2,SS0.85,1
PEWFG-2,SX0.85,1
PEWFG-2,XA0.85,1
PGTWFT-1,SX0.3,1.1
PGTWFT-1,EF0.5,1.2
PGTWFT-1,SS0.5,1.2
PGTWFT-1,SX0.5,1.2
PGTWFT-1,VS0.5,1.2
PGTWFT-1,XF0.5,1.2
PIN-P76F6A,SHG3.0,2.6
PIN-P76F6B,SHG3.0,2.6
PIN-P76G6A,SHG3.0,2.6
PIN-P76H6A,SHS0.5,1.95
PIN-P76I6A,SHS0.5,1.95
PMPWFG-1,FA0.5,0.95
PMPWFG-1,XF0.5,0.95
PMTSBWFT-1,SS0.3,0.95
PMTSBWFT-1,SX0.3,0.95
PMTSBWFT-1,XA0.3,0.95
PMTSBWFT-1,XF0.3,0.95
PMTSBWFT-1,SS0.5,1.05
PMTSBWFT-1,SX0.5,1.05
PMTSBWFT-1,XA0.5,1.05
PMTSBWFT-1,XF0.5,1.05
PMTSBWFT-2,SS0.85,1.15
PMTSBWFT-2,XA0.85,1.15
PNSATFG-1,SX0.5,1.15
PSATFG-1,SS0.3,1.05
PSATFG-1,XF0.3,1.05
PSATFG-1,EF0.5,1.15
PSATFG-1,SH0.5,1.15
PSATFG-1,SHB0.5,1.15
PSATFG-1,SS0.5,1.15
PSATFG-1,SX0.5,1.15
PSATFG-1,VS0.5,1.15
PSATFG-1,XF0.5,1.15
PSATFT-1,SX0.5,1.15
PSATFT-1,VS0.5,1.15
PSATFT-1,XF0.5,1.15
PSATFT-2,XF0.75,1.3
PT-110,SS0.85,1.55
PT-16,CH0.13+SS0.3,1.5
PT-16,CH0.13+SX0.3,1.5
PT-16,CH0.22+SS0.3,1.55
PT-16,CH0.13+CH0.13+SS0.3,1.55
PT-16,CH0.22+CI0.35,1.55
PT-16,FA0.3+FA0.3,1.55
PT-16,HF0.3+SS0.3,1.55
PT-16,HS0.3+HS0.3,1.55
PT-16,HS0.3+XF0.3,1.55
PT-16,OH0.3+VS0.3,1.55
PT-16,SS0.3+SS0.3,1.55
PT-16,SS0.3+SX0.3,1.55
PT-16,SS0.3+VF0.3,1.55
PT-16,SS0.3+VS0.3,1.55
PT-16,SS0.3+XA0.3,1.55
PT-16,SS0.3+XF0.3,1.55
PT-16,SX0.3+SX0.3,1.55
PT-16,SX0.3+VS0.3,1.55
PT-16,SX0.3+XA0.3,1.55
PT-16,SX0.3+XF0.3,1.55
PT-16,VF0.3+VF0.3,1.55
PT-16,VS0.3+VS0.3,1.55
PT-16,VS0.3+XF0.3,1.55
PT-16,XA0.3+XA0.3,1.55
PT-16,XA0.3+XF0.3,1.55
PT-16,XF0.3+XF0.3,1.55
PT-16,CI0.35+SS0.3,1.55
PT-16,CI0.35+VS0.3,1.55
PT-16,CH0.13+CH0.13+CH0.13+SS0.3,1.6
PT-16,CH0.13+CH0.13+CH0.13+SX0.3,1.6
PT-16,CI0.35+CI0.35,1.55
PT-16,CH0.22+SS0.5,1.6
PT-16,CH0.13+SS0.3+SS0.3,1.6
PT-16,CH0.13+SS0.3+SX0.3,1.6
PT-16,CH0.22+CH0.22+SS0.3,1.6
PT-16,CH0.22+CH0.22+CI0.35,1.6
PT-16,CI0.5+SS0.3,1.6
PT-16,HF0.3+XF0.5,1.6
PT-16,HS0.5+SS0.3,1.6
PT-16,HS0.5+XF0.3,1.6
PT-16,OH0.3+OH0.5,1.6
PT-16,OH0.3+VS0.5,1.6
PT-16,SS0.3+SS0.5,1.6
PT-16,SS0.3+SX0.5,1.6
PT-16,SS0.3+VF0.5,1.6
PT-16,SS0.3+XA0.5,1.6
PT-16,SS0.3+XF0.5,1.6
PT-16,SS0.5+SX0.3,1.6
PT-16,SS0.5+XF0.3,1.6
PT-16,SX0.3+SX0.5,1.6
PT-16,SX0.3+XA0.5,1.6
PT-16,SX0.3+XF0.5,1.6
PT-16,SX0.5+XA0.3,1.6
PT-16,SX0.5+XF0.3,1.6
PT-16,VS0.3+VS0.5,1.6
PT-16,VS0.5+XF0.3,1.6
PT-16,XA0.3+XA0.5,1.6
PT-16,XA0.3+XF0.5,1.6
PT-16,XF0.3+XF0.5,1.6
PT-16,CH0.22+CI0.35+SS0.3,1.65
PT-16,CH0.22+SS0.3+SS0.3,1.65
PT-16,SH1SHB0.3+XF0.3,1.7
PT-16,SH1SHF0.3+SX0.3,1.7
PT-16,SH1SHS0.3+SS0.3,1.7
PT-16,SH1SHS0.5+SS0.3,1.75
PT-16,SHB0.3+VS0.3,1.7
PT-16,CI0.35+CI0.5,1.6
PT-16,CI0.35+SS0.5,1.6
PT-16,CH0.13+CH0.13+SS0.3+SS0.3,1.65
PT-16,CH0.22+CI0.35+CI0.35,1.6
PT-16,XF0.5+XF0.5,1.7
PT-16,CI0.35+SH2NG0.35,1.75
PT-16,SH2NG0.35+SS0.3,1.75
PT-16,SH2SHB0.3+SX0.3,1.75
PT-16,SH2SHB0.3+XF0.3,1.75
PT-16,SH2SHI0.35+SS0.3,1.75
PT-16,SH2SHS0.3+SS0.3,1.75
PT-16,CI0.35+CI0.35+CI0.35,1.7
PT-16,CI0.35+SH2SHI0.35,1.75
PT-16,SH2NG0.35+SS0.5,1.8
PT-16,SH2SHI0.35+SS0.5,1.8
PT-16(조인트),CI0.3+CI0.5,1.6
PT-18,SS2.0,2.9
PT-18,VF2.0,2.9
PT-20,AS3.0,2.85
PT-6,AS3.0,1.9
PT-7,SS0.3,1.2
PT-7,EF0.5,1.25
PT-7,SS0.5,1.25
PT110-1,EF2.0,1.9
PT110-1,HF2.0,1.9
PT110-1,SX2.0,1.9
PT110-1,AS3.0,2.05
PT110-1,EF3.0,2.05
PT110-1,VF3.0,2.05
PT18-1,AS3.0,2.95
PT18-1,EF3.0,2.95
PT18-1,VF3.0,2.95
PT18-1,SS2.0+SS2.0,3.45
PT18-1,EF5.0,3.5
PT18-1,VF5.0,3.5
PT5-1,SS0.5,1.55
PT5-1-4,SS0.5,1.55
PT9-2-4,SS0.3,1.2
PT9-2-4,HF0.5,1.3
PT9-2-4,SS0.5,1.3
PT9-2-4,SX0.5,1.3
PT9-2-4,XF0.5,1.3
PTS-1,EF1.25,1.65
PTS1-4,EF1.25,1.75
PTS10-4,AS5.0,3.2
PTS120-4,AS8.0,4.8
PTS120-4,AS5.0+AS5.0,5
PTS28WFT-1,SX0.5,1.3
PTS28WFT-1,SS0.85,1.35
PTS28WFT-1,SX0.85,1.35
PTS28WFT-1,XA0.85,1.35
PTS28WFT-2,SX2.0,1.5
PTS5-5,EF3.0,3.45
PTS5-5,VF3.0,3.45
PTS5-5,EF5.0,3.65
PTS6-4,SS2.0+SS2.0,3.15
PTS6-5,SS2.0,2.8
PTS6-5-4,XF1.25,2.05
PTS6-5-4,SS2.0,2.8
PTS6-5-4,AS3.0,2.95
PTS6-5-4,EF3.0,2.95
PTS6-6,SS0.3+SS0.5,1.8
PTS6-6,SS0.5+SS0.5,1.95
PTS6-6,XF0.5+XF1.25,2.05
PTS6-6-4,SX1.25,2.05
PTS6-8,XF1.25+XF1.25,2.5
PTS6-8,SHL3.0,2.6
PTS8-8,AS8.0,3.95
PTS8-8,EF8.0,3.95
PTS8-8,VF8.0,3.95
RCDRFT-1,CH0.22,0.9
RCDRFT-1,SS0.22,0.9
RCDRFT-1,FA0.3,1
RCDRFT-1,SS0.3,1
RCDRFT-1,SX0.3,1
RCDRFT-1,TW0.3,1
RCDRFT-1,CI0.35,0.95
RCDRFT-1S,CH0.13,0.75
RCDRFT-2,CI0.5,1.05
RCDRFT-2,FA0.5,1.1
RCDRFT-2,SS0.5,1.1
RCDRFT-2,SX0.5,1.1
RCDRFT-2,SS0.3+SS0.3,1.1
RCDRFT-2,FA0.85,1.25
RCDRFT-2,SS0.85,1.25
RCDRFT-2,SS0.5+SS0.5,1.3
RCDRFT-2,SS1.25,1.4
RCDRMT-1,CH0.22,0.95
RCDRMT-1,SH0.3,1.05
RCDRMT-1,SHS0.3,1.05
RCDRMT-1,SS0.3,1.05
RCDRMT-1,CI0.35,1
RCDRMT-2,CI0.5,1.2
RCDRMT-2,SH0.5,1.2
RCDRMT-2,SHS0.5,1.2
RCDRMT-2,SS0.5,1.2
RCDRMT-2,SS0.3+SS0.3,1.25
RCDRMT-2,SS0.85,1.35
RDSDFT-1,SS0.3,1.05
RDSDFT-1,SX0.3,1.05
RDSDFT-1,XF0.3,1.05
RDSDFT-1,CI0.35,1.05
RDSDFT-1,CI0.5,1.15
RDSDFT-1,SS0.5,1.15
RDSDFT-1,XF0.5,1.15
RDSDFT-4,SS0.85,1.35
RDSDFT-4,CI0.5+CI0.5,1.4
RDSDFT-4,SS0.5+SS0.5,1.4
RDSDFT-4,SS1.25,1.4
RDSDFT-4,SS0.85+SS0.85,1.5
RDSDFT-4,SS0.5+SS1.25,1.5
RDSDFT-4,SS2.0,1.55
RDSDFT-4,SX2.0,1.55
RDSDFT-4,VF2.0,1.55
RDSDFT-4,XF2.0,1.55
RDSDFT-5,SS0.5+SS2.0,1.7
RDSDFT-5,SS0.5+SX2.0,1.7
RDSDFT-5,SX2.5,1.7
RDSDFT-5,AS3.0,1.9
RDSDFT-5,EF3.0,1.9
RDSDFT-5,VF3.0,1.9
RDSDMT-1,SS0.5,1.4
RDSDMT-4,SS1.25,1.45
RDSDMT-4,SS2.0,1.7
RDSDMT-5,AS3.0,2.15
RDSDMT-5,VF3.0,2.15
RPDL-NXZ1,SS0.3+SS0.3,
RPDR-NXZ1,SS0.3+SS0.3,
RPPL-NXZ1,SS0.3+SS0.3,
RPPR-NXZ1,SS0.3+SS0.3,
RPRDL-NXZ1,SS0.3+SS0.3,
RPRDR-NXZ1,SS0.3+SS0.3,
RPRPL-NXZ1,SS0.3+SS0.3,
RPRPR-NXZ1,SS0.3+SS0.3,
RT84-T08,VF8.0,3.8
S025FG-1,SS0.3,1
S025FG-1,SS0.5,1.05
S025WFT-1,SS0.3,1
S025WFT-1,SX0.3,1
S025WFT-1,XA0.3,1
S025WFT-1,XF0.3,1
S025WFT-1,SH0.5,1.1
S025WFT-1,SHB0.5,1.1
S025WFT-1,SHF0.5,1.1
S025WFT-1,SHS0.5,1.1
S025WFT-1,SS0.5,1.1
S025WFT-1,SX0.5,1.1
S025WFT-1,XA0.5,1.1
S025WFT-1,XF0.5,1.1
S040WFT-1,SS0.5,0.9
S050WFG-1,SHB0.3,1.05
S050WFG-1,SHF0.3,1.05
S050WFG-1,SS0.3,1.05
S050WFG-1,SX0.3,1.05
S050WFG-1,VS0.3,1.05
S050WFG-1,XA0.3,1.05
S050WFG-1,XF0.3,1.05
S050WFG-1,OH0.5,1.15
S050WFG-1,SHB0.5,1.15
S050WFG-1,SS0.5,1.15
S050WFG-1,SX0.5,1.15
S050WFG-1,VS0.5,1.15
S050WFG-1,XF0.5,1.15
S050WFS-1,SX0.3,1
S050WFS-1,VS0.3,1
S050WFS-1,XF0.3,1
S050WFS-1,SX0.5,1.1
S050WFS-1,VS0.5,1.1
S050WFS-1,XF0.5,1.1
S050WFT-1,SHB0.3,1
S050WFT-1,SS0.3,1
S050WFT-1,SX0.3,1
S050WFT-1,VS0.3,1.1
S050WFT-1,XF0.3,1
S050WFT-1,HF0.5,1.1
S050WFT-1,SH0.5,1.1
S050WFT-1,SHB0.5,1.1
S050WFT-1,SHF0.5,1.1
S050WFT-1,SX0.5,1.1
S050WFT-1,VS0.5,1.1
S050WFT-1,XF0.5,1.1
S050WFT-2,HF0.5,1.1
S050WFT-2,SHB0.75,1.2
S050WFT-2,SX0.75,1.2
S050WFT-2,VS0.75,1.2
S050WFT-2,XF0.75,1.2
S050WFT-2,SX1.25,1.3
S050WFT-2,VS1.25,1.3
S050WFT-2,XF1.25,1.3
S060BFT-1,SS0.3,0.95
S060BFT-1,SX0.3,0.95
S060BFT-1,XF0.3,0.95
S060BFT-1,SX0.5,1.05
S060FT-2,CH0.22,0.9
S060FT-2,SS0.3,0.95
S060FT-2,SX0.3,0.95
S060FT-2,CI0.35,0.95
S060FT-3,SS0.3,1
S060FT-3,SX0.3,1
S060FT-3,VS0.3,1
S060FT-3,XA0.3,1
S060FT-3,XF0.3,1
S060FT-3,CI0.35,1
S060FT-3,CI0.5,1.05
S060FT-3,EF0.5,1
S060FT-3,OH0.5,1.05
S060FT-3,SS0.5,1.05
S060FT-3,SX0.5,1.05
S060FT-3,VS0.5,1.05
S060FT-3,XA0.5,1.05
S060FT-3,XF0.5,1.05
S060FT-4,SS0.3+SS0.3,1.1
S060FT-4,SS0.3+SX0.3,1.1
S060FT-4,SX0.3+SX0.3,1.1
S060FT-4,CI0.35+SS0.3,1.1
S060FT-4,CI0.35+CI0.35,1.1
S060FT-4,CI0.75,1.1
S060FT-4,SX0.75,1.1
S060FT-4,VS0.75,1.1
S060FT-4,XF0.75,1.1
S060FT-4,SS0.3+SS0.5,1.15
S060FT-4,SX0.3+SX0.5,1.15
S060FT-4,VS0.3+VS0.5,1.15
S060FT-4,CI0.35+CI0.5,1.15
S060FT-4,SS0.85,1.15
S060FT-4,SX0.85,1.15
S060FT-4,VS0.85,1.15
S060FT-4,XF0.85,1.15
S060FT-4,CI0.5+CI0.5,1.2
S060FT-4,CI1.0,1.2
S060FT-4,EF0.5+SS0.5,1.2
S060FT-4,SS0.5+SS0.5,1.2
S060FT-4,SX0.5+SX0.5,1.2
S060FT-4,SX1.0,1.2
S060FT-4,OH1.25,1.3
S060FT-4,SHS1.25,1.3
S060FT-4,SS1.25,1.3
S060FT-4,SX1.25,1.3
S060FT-4,VS1.25,1.3
S060FT-4,XF1.25,1.3
S060FT-5,CI0.75+CI0.75,1.35
S060FT-5,SX1.5,1.35
S060FT-5,OH2.0,1.45
S060FT-5,SS2.0,1.45
S060FT-5,SX2.0,1.45
S060FT-5,VS2.0,1.45
S060FT-5,XF2.0,1.45
S060MT-1,SS0.3,0.95
S060MT-1,CI0.35,0.95
S060MT-1,CI0.5,1.05
S060MT-1,SS0.5,1.05
S060MT-1,VS0.5,1.05
S060MT-1,XA0.5,1.05
S060MT-1,XF0.5,1.05
S060MT-2,CH0.22+SS0.3,1.1
S060MT-2,SS0.3+SS0.3,1.1
S060MT-2,CI0.35+SS0.3,1.15
S060MT-2,CI0.35+CI0.35,1.1
S060MT-2,CI0.75,1.15
S060MT-2,SS0.85,1.2
S060MT-2,CI1.0,1.25
S060MT-2,SHS1.25,1.35
S060MT-2,SS1.25,1.35
S060MT-2,VS1.25,1.35
S060MT-3,SX2.0,1.6
S0902WFG-1,XF0.3,1.1
S0902WFG-1,EF0.5,1.2
S0902WFG-1,SX0.5,1.2
S0902WFG-1,XF0.5,1.2
S090WFG-1,SX0.3,0.95
S090WFG-1,VS0.3,0.95
S090WFG-1,XF0.3,0.95
S090WFG-1,HF0.5,1
S090WFG-1,SH0.5,1
S090WFG-1,SHB0.5,1
S090WFG-1,SX0.5,1
S090WFG-1,VS0.5,1
S090WFG-1,XF0.5,1
S090WFT-1,SS0.3,0.9
S090WFT-1,SX0.3,0.9
S090WFT-1,VS0.3,0.9
S090WFT-1,XF0.3,0.9
S090WFT-1,HF0.5,1
S090WFT-1,SH0.5,1
S090WFT-1,SHB0.5,1
S090WFT-1,SHF0.5,1
S090WFT-1,SS0.5,1
S090WFT-1,SX0.5,1
S090WFT-1,VS0.5,1
S090WFT-1,XF0.5,1
S090WFT-2,SX0.75,1.15
S090WFT-2,VS0.75,1.15
S090WFT-2,XF0.75,1.15
S090WFT-2,SX0.85,1.15
S090WFT-2,SX1.25,1.3
S090WFT-2,VS1.25,1.3
S09BWMT-1,SS0.5,1.2
S09DLG-1,SX0.5,1.05
S09DLT-1,SS0.3,1
S09DLT-1,XF0.3,1
S09DLT-1,EF0.5,1.05
S09DLT-1,SS0.5,1.05
S09DLT-1,SX0.5,1.05
S09DLT-1,VF0.5,1.05
S09DLT-1,XF0.5,1.05
S09DLT-2,SS0.85,1.1
S09DLT-2,SX0.85,1.1
S09DLT-3,SS1.25,1.25
S09DLT-3,SX1.25,1.25
S09DLT-3,XF2.0,1.4
S09DLWFG-1,XF0.3,1
S09DLWFG-1,SH0.5,1.05
S09DLWFG-1,SHB0.5,1.05
S09DLWFG-1,XF0.5,1.05
S09DLWFT-1,XF0.3,1
S09DLWFT-1,XF0.5,1.05
S09MTWFG-1,SX0.3,1
S09MTWFG-1,HS0.5,1.05
S09MTWFG-1,SX0.5,1.05
S09MTWFG-1,XF0.5,1.05
S09RSWFT-1,XF0.3,1.05
S09RSWFT-1,SX0.5,1.1
S09RSWFT-1,XF0.5,1.1
S09RSWFT-2,XF0.75,1.1
S09RSWFT-2,SS1.25,1.25
S09RSWFT-3,SX2.0,1.55
S09RSWFT-3,XF2.0,1.55
S09RSWFT-3,XF2.5,1.8
S110FT-1,SS0.3,1.1
S110FT-1,SX0.3,1.1
S110FT-1,CI0.5,1.15
S110FT-1,SS0.5,1.15
S110FT-1,SX0.5,1.15
S110FT-2,SS0.3+SS0.3,1.2
S110FT-2,SX0.3+SX0.3,1.2
S110FT-2,XF0.3+XF0.3,1.2
S110FT-2,CI0.75,1.2
S110FT-2,SX0.75,1.25
S110FT-2,XF0.75,1.25
S110FT-2,SS0.3+SS0.5,1.3
S110FT-2,SX0.3+SX0.5,1.3
S110FT-2,SS0.85,1.3
S110FT-2,SX0.85,1.3
S110FT-2,SS0.5+SS0.5,1.35
S110FT-2,SX0.5+SX0.5,1.35
S110FT-2,XF0.5+XF0.5,1.35
S110FT-2,SS1.25,1.4
S110FT-2,SX1.25,1.4
S110FT-3,SX1.5,1.5
S110FT-3,SX0.85+SX0.85,1.55
S110FT-3,EF2.0,1.6
S110FT-3,SS2.0,1.6
S110FT-3,SX2.0,1.6
S110FT-3,XF2.0,1.6
S110FT-3,SS1.25+SX0.85,1.65
S110FT-3,SS1.25+SS1.25,1.8
S110FT-3,SX2.5,1.8
S110FT-3,VS2.5,1.8
S110FT-3,XF2.5,1.8
S110FT-3,AS3.0,2
S110MT-1,SS0.3,1.05
S110MT-1,CH0.22+SS0.3,1.15
S110MT-3,SS2.0,1.65
S110MT-3,VF2.0,1.65
S110MT-3,AS3.0,2
S110MT-3,EF3.0,2
S110MT-3,VF3.0,2
S187FT-1,EF0.5,1.45
S187FT-1,SS0.5,1.45
S280WFG-1,SHB0.5,1
S280WFG-1,SHF0.5,1
S280WFG-1,SX0.5,1
S280WFG-1,VS0.5,1
S280WFG-1,XF0.5,1
S280WFS-2,SX1.25,1.25
S280WFS-2,VS1.25,1.25
S280WFS-2,XF1.25,1.25
S312FT-3,AS5.0,2.35
S312FT-3,EF5.0,2.35
SAU025FG-2,SS0.3,0.85
SAU025FG-2,CI0.5,0.95
SAU025FG-2,SS0.5,0.95
SBAL-CKDZ3,SS0.3+SS0.3,
SBAL-IKDZ3,SS0.3+SS0.3,
SBAL-IKDZA,SS0.3+SS0.3,
SBAR-IKDZ3,SS0.3+SS0.3,
SBDL-CKDZ3,SS0.3+SS0.3,
SBDL-IKDZ3,SS0.3+SS0.3,
SBDL-IKDZA,SS0.3+SS0.3,
SBDR-IKDZ3,SS0.3+SS0.3,
SCAH28W-3,SHH3.0,6.8
SH040WFG-1,SS0.3,0.85
SH040WFG-1,SX0.3,0.85
SH040WFG-1,SS0.5,0.95
SH040WFG-1,SX0.5,0.95
SKS110FT-3,SX1.25,1.4
SKS110FT-4,SX2.0,1.6
SKS110FT-4,XF2.0,1.6
SKS110FT-4,SX2.5,1.85
SKS110FT-4,XF2.5,1.85
SKS110FT-4,AS3.0,2.05
SKS110FT-4,VF3.0,2.05
SLV-OUTFE,SH23.0,5.5
SLV-OUTFE,SHH3.0,5.5
SLV-SHIS34,25,15.75
SLV-SHIS34,SHR25.0,15.5
SPWRFT-1,VH20.0,6.2
SRLL-CKDZ2,SS0.3+SS0.3,
SRLL-IKDZ3,SS0.3+SS0.3,
SRLL-IKDZA,SS0.3+SS0.3,
SRLR-IKDZ3,SS0.3+SS0.3,
SRRL-CKDZ2,SS0.3+SS0.3,
SRRL-IKDZ3,SS0.3+SS0.3,
SRRL-IKDZA,SS0.3+SS0.3,
SRRR-IKDZ3,SS0.3+SS0.3,
SSAFT-2,SS0.5,1
SSC025MT-2,CH0.22,0.8
SSC025MT-2,SHS0.3,0.9
SSC025MT-2,SS0.3,0.9
SSC025MT-2,SS0.5,1
SSLWFG-1,SS0.3,1
SSLWFG-1,XF0.3,1
SSLWFG-1,SS0.5,1.1
SSPSFG-2,SS0.3,1
SSPSFG-2,SS0.5,1.05
ST-4K,SH0.5,1.1
ST-4K,SS0.5,1.1
ST-4K,VF0.5,1.1
ST025WFG-1,SS0.3,1
ST025WFT-1,SH0.3,1
ST025WFT-1,SHF0.3,1
ST025WFT-1,SS0.3,1
ST025WFT-1,SX0.3,1
ST025WFT-1,XF0.3,1
ST025WFT-1,SHF0.5,1.05
ST025WFT-1,SS0.5,1.05
STSWFT-1,SS0.85,1.2
STSWFT-1,XA0.85,1.2
STSWFT-1,SHS1.25,1.4
STSWFT-1,SS1.25,1.4
STSWFT-1,SX1.25,1.4
STTS9-1,SS0.5,1.8
SU110FT-1,XA0.3,1.05
SU110FT-1,CI0.35,1.05
SU110FT-1,CI0.5,1.15
SU110FT-4,SS2.0,1.7
SU110FT-4,VF2.0,1.7
SU110FT-4,AS3.0,2
SU110FT-4,EF3.0,2
SU110FT-4,VF3.0,2
SW09FG-1,SS0.3,0.9
SW09FG-1,SX0.3,0.9
SW09FG-1,EF0.5,0.95
SW09FG-1,SS0.5,0.95
SW09FG-1,SX0.5,0.95
SW09FG-1,XF0.5,0.95
SW09FT-1,SS0.3,0.85
SW09FT-1,SX0.5,0.95
SW09FT-1,XF0.5,0.95
SW09FT-3,SH2.0,1.45
SW09FT-3,SHB2.0,1.45
